Date,Gold
2013-08-02,62.493299832495815
2013-08-03,48.187604690117254
2013-08-04,46.68174204355109
2013-08-05,58.72864321608041
2013-08-06,55.71691792294808
2013-08-07,60.23450586264657
2013-08-08,51.95226130653266
2013-08-09,55.71691792294808
2013-08-10,45.175879396984925
2013-08-11,37.6465661641541
2013-08-12,56.469849246231156
2013-08-13,54.21105527638191
2013-08-14,59.481574539363486
2013-08-15,67.76381909547739
2013-08-16,66.25795644891123
2013-08-17,56.469849246231156
2013-08-18,45.175879396984925
2013-08-19,59.481574539363486
2013-08-20,60.23450586264657
2013-08-21,63.99916247906198
2013-08-22,65.50502512562814
2013-08-23,63.99916247906198
2013-08-24,63.99916247906198
2013-08-25,46.68174204355109
2013-08-26,58.72864321608041
2013-08-27,68.51675041876047
2013-08-28,75.2931323283082
2013-08-29,70.77554438860972
2013-08-30,62.493299832495815
2013-08-31,48.94053601340033
2013-09-01,39.735099337748345
2013-09-02,47.01986754966888
2013-09-03,62.913907284768214
2013-09-04,52.31788079470199
2013-09-05,51.65562913907285
2013-09-06,50.993377483443716
2013-09-07,41.05960264900663
2013-09-08,36.42384105960265
2013-09-09,49.0066225165563
2013-09-10,49.0066225165563
2013-09-11,52.31788079470199
2013-09-12,56.95364238410596
2013-09-13,58.278145695364245
2013-09-14,42.384105960264904
2013-09-15,37.08609271523179
2013-09-16,53.64238410596027
2013-09-17,48.34437086092716
2013-09-18,62.913907284768214
2013-09-19,66.22516556291392
2013-09-20,60.9271523178808
2013-09-21,45.6953642384106
2013-09-22,34.437086092715234
2013-09-23,55.629139072847686
2013-09-24,54.30463576158941
2013-09-25,49.0066225165563
2013-09-26,52.980132450331126
2013-09-27,51.65562913907285
2013-09-28,44.37086092715232
2013-09-29,36.42384105960265
2013-09-30,56.29139072847683
2013-10-01,64.82376237623762
2013-10-02,62.79801980198019
2013-10-03,60.09702970297029
2013-10-04,56.04554455445544
2013-10-05,45.24158415841584
2013-10-06,35.78811881188118
2013-10-07,54.01980198019801
2013-10-08,56.04554455445544
2013-10-09,55.37029702970297
2013-10-10,55.37029702970297
2013-10-11,65.49900990099009
2013-10-12,51.99405940594059
2013-10-13,41.19009900990098
2013-10-14,64.14851485148515
2013-10-15,67.52475247524752
2013-10-16,62.79801980198019
2013-10-17,66.17425742574257
2013-10-18,66.84950495049505
2013-10-19,50.64356435643564
2013-10-20,42.54059405940593
2013-10-21,49.96831683168316
2013-10-22,53.34455445544554
2013-10-23,58.74653465346534
2013-10-24,54.69504950495049
2013-10-25,58.74653465346534
2013-10-26,55.37029702970297
2013-10-27,41.19009900990098
2013-10-28,45.91683168316831
2013-10-29,49.96831683168316
2013-10-30,54.69504950495049
2013-10-31,57.39603960396039
2013-11-01,64.90696668109044
2013-11-02,49.32929467762873
2013-11-03,40.24231934227607
2013-11-04,49.97836434443964
2013-11-05,49.97836434443964
2013-11-06,48.68022501081783
2013-11-07,49.97836434443964
2013-11-08,53.87278234530506
2013-11-09,53.87278234530506
2013-11-10,36.99697100822155
2013-11-11,49.97836434443964
2013-11-12,51.92557334487235
2013-11-13,55.170921678926874
2013-11-14,49.97836434443964
2013-11-15,51.276503678061445
2013-11-16,44.7858070099524
2013-11-17,39.59324967546517
2013-11-18,49.32929467762873
2013-11-19,49.97836434443964
2013-11-20,60.36347901341411
2013-11-21,59.714409346603205
2013-11-22,60.36347901341411
2013-11-23,44.7858070099524
2013-11-24,42.83859800951969
2013-11-25,54.52185201211597
2013-11-26,53.87278234530506
2013-11-27,48.68022501081783
2013-11-28,41.54045867589788
2013-11-29,54.52185201211597
2013-11-30,38.944180008654264
2013-12-01,35.387867647058826
2013-12-02,54.62040441176471
2013-12-03,57.69761029411765
2013-12-04,51.54319852941177
2013-12-05,53.08180147058824
2013-12-06,53.08180147058824
2013-12-07,53.08180147058824
2013-12-08,36.157169117647065
2013-12-09,52.31250000000001
2013-12-10,47.696691176470594
2013-12-11,52.31250000000001
2013-12-12,56.15900735294118
2013-12-13,55.38970588235295
2013-12-14,49.235294117647065
2013-12-15,40.77297794117648
2013-12-16,50.773897058823536
2013-12-17,50.0045955882353
2013-12-18,58.46691176470589
2013-12-19,76.93014705882354
2013-12-20,74.62224264705883
2013-12-21,56.92830882352942
2013-12-22,44.61948529411765
2013-12-23,56.15900735294118
2013-12-24,62.313419117647065
2013-12-25,47.696691176470594
2013-12-26,63.852022058823536
2013-12-27,60.774816176470594
2013-12-28,53.85110294117648
2013-12-29,47.696691176470594
2013-12-30,56.15900735294118
2013-12-31,64.62132352941177
2014-01-01,51.60175879396985
2014-01-02,68.80234505862647
2014-01-03,61.234087102177554
2014-01-04,52.97780569514238
2014-01-05,43.345477386934675
2014-01-06,57.79396984924623
2014-01-07,55.04187604690117
2014-01-08,51.60175879396985
2014-01-09,54.35385259631491
2014-01-10,52.289782244556115
2014-01-11,54.35385259631491
2014-01-12,41.969430485762146
2014-01-13,57.79396984924623
2014-01-14,54.35385259631491
2014-01-15,56.4179229480737
2014-01-16,52.97780569514238
2014-01-17,55.72989949748744
2014-01-18,51.60175879396985
2014-01-19,45.40954773869347
2014-01-20,47.47361809045226
2014-01-21,57.10594639865997
2014-01-22,47.47361809045226
2014-01-23,52.289782244556115
2014-01-24,55.72989949748744
2014-01-25,57.79396984924623
2014-01-26,48.84966499162479
2014-01-27,54.35385259631491
2014-01-28,50.913735343383586
2014-01-29,48.84966499162479
2014-01-30,50.22571189279732
2014-01-31,52.289782244556115
2014-02-01,54.02684563758389
2014-02-02,31.711409395973153
2014-02-03,46.97986577181208
2014-02-04,46.39261744966443
2014-02-05,42.86912751677852
2014-02-06,46.97986577181208
2014-02-07,45.80536912751678
2014-02-08,45.80536912751678
2014-02-09,40.52013422818792
2014-02-10,47.56711409395973
2014-02-11,53.43959731543624
2014-02-12,55.788590604026844
2014-02-13,46.97986577181208
2014-02-14,52.85234899328859
2014-02-15,53.43959731543624
2014-02-16,46.97986577181208
2014-02-17,58.13758389261745
2014-02-18,58.13758389261745
2014-02-19,54.61409395973154
2014-02-20,50.50335570469799
2014-02-21,48.15436241610738
2014-02-22,50.50335570469799
2014-02-23,48.741610738255034
2014-02-24,54.61409395973154
2014-02-25,55.788590604026844
2014-02-26,58.7248322147651
2014-02-27,52.265100671140935
2014-02-28,51.677852348993284
2014-03-01,58.445783132530124
2014-03-02,47.22891566265061
2014-03-03,57.265060240963855
2014-03-04,59.036144578313255
2014-03-05,53.72289156626506
2014-03-06,48.40963855421687
2014-03-07,53.72289156626506
2014-03-08,45.45783132530121
2014-03-09,34.83132530120482
2014-03-10,44.867469879518076
2014-03-11,46.63855421686747
2014-03-12,53.72289156626506
2014-03-13,49.0
2014-03-14,53.13253012048193
2014-03-15,45.45783132530121
2014-03-16,39.55421686746988
2014-03-17,46.04819277108434
2014-03-18,48.40963855421687
2014-03-19,49.0
2014-03-20,49.59036144578313
2014-03-21,47.81927710843374
2014-03-22,37.19277108433735
2014-03-23,42.506024096385545
2014-03-24,53.13253012048193
2014-03-25,50.18072289156627
2014-03-26,51.36144578313253
2014-03-27,54.903614457831324
2014-03-28,53.13253012048193
2014-03-29,49.59036144578313
2014-03-30,47.81927710843374
2014-03-31,47.81927710843374
2014-04-01,48.20512820512821
2014-04-02,46.15384615384616
2014-04-03,49.74358974358975
2014-04-04,49.23076923076924
2014-04-05,40.51282051282052
2014-04-06,34.871794871794876
2014-04-07,43.07692307692308
2014-04-08,46.15384615384616
2014-04-09,45.12820512820513
2014-04-10,43.5897435897436
2014-04-11,43.5897435897436
2014-04-12,33.333333333333336
2014-04-13,40.00000000000001
2014-04-14,45.64102564102565
2014-04-15,51.28205128205129
2014-04-16,48.71794871794872
2014-04-17,45.64102564102565
2014-04-18,41.53846153846155
2014-04-19,38.46153846153847
2014-04-20,35.38461538461539
2014-04-21,47.17948717948718
2014-04-22,44.10256410256411
2014-04-23,40.51282051282052
2014-04-24,49.23076923076924
2014-04-25,45.12820512820513
2014-04-26,40.00000000000001
2014-04-27,41.02564102564103
2014-04-28,48.20512820512821
2014-04-29,47.17948717948718
2014-04-30,47.17948717948718
2014-05-01,46.78206239168111
2014-05-02,50.24740034662045
2014-05-03,43.316724436741765
2014-05-04,32.92071057192374
2014-05-05,46.78206239168111
2014-05-06,45.62694974003466
2014-05-07,46.78206239168111
2014-05-08,41.5840554592721
2014-05-09,43.89428076256499
2014-05-10,32.92071057192374
2014-05-11,35.80849220103986
2014-05-12,41.00649913344888
2014-05-13,40.42894280762565
2014-05-14,38.69627383015598
2014-05-15,44.47183708838821
2014-05-16,41.5840554592721
2014-05-17,37.54116117850953
2014-05-18,34.653379549393414
2014-05-19,42.73916811091855
2014-05-20,42.73916811091855
2014-05-21,36.96360485268631
2014-05-22,48.51473136915078
2014-05-23,38.69627383015598
2014-05-24,44.47183708838821
2014-05-25,36.96360485268631
2014-05-26,41.5840554592721
2014-05-27,48.51473136915078
2014-05-28,51.980069324090124
2014-05-29,53.712738301559796
2014-05-30,57.755632582322356
2014-05-31,43.316724436741765
2014-06-01,39.262672811059915
2014-06-02,49.76958525345623
2014-06-03,47.00460829493088
2014-06-04,47.00460829493088
2014-06-05,43.68663594470046
2014-06-06,44.792626728110605
2014-06-07,42.58064516129033
2014-06-08,34.28571428571429
2014-06-09,44.23963133640554
2014-06-10,41.474654377880185
2014-06-11,46.45161290322581
2014-06-12,48.663594470046085
2014-06-13,44.792626728110605
2014-06-14,39.262672811059915
2014-06-15,31.520737327188943
2014-06-16,45.34562211981567
2014-06-17,45.89861751152074
2014-06-18,45.89861751152074
2014-06-19,53.64055299539171
2014-06-20,55.29953917050692
2014-06-21,47.55760368663595
2014-06-22,39.81566820276498
2014-06-23,47.55760368663595
2014-06-24,51.981566820276505
2014-06-25,48.11059907834102
2014-06-26,44.23963133640554
2014-06-27,45.89861751152074
2014-06-28,34.83870967741936
2014-06-29,29.308755760368665
2014-06-30,39.81566820276498
2014-07-01,47.238696537678216
2014-07-02,40.72301425661915
2014-07-03,44.52382892057027
2014-07-04,34.750305498981675
2014-07-05,32.57841140529532
2014-07-06,36.37922606924644
2014-07-07,41.26598778004074
2014-07-08,41.26598778004074
2014-07-09,43.43788187372709
2014-07-10,47.7816700610998
2014-07-11,43.43788187372709
2014-07-12,39.63706720977597
2014-07-13,39.094093686354384
2014-07-14,54.29735234215887
2014-07-15,46.69572301425663
2014-07-16,45.60977596741345
2014-07-17,49.41059063136457
2014-07-18,44.52382892057027
2014-07-19,43.98085539714868
2014-07-20,38.5511201629328
2014-07-21,43.98085539714868
2014-07-22,46.69572301425663
2014-07-23,41.26598778004074
2014-07-24,47.238696537678216
2014-07-25,46.69572301425663
2014-07-26,45.60977596741345
2014-07-27,34.20733197556009
2014-07-28,46.69572301425663
2014-07-29,37.465173116089616
2014-07-30,41.808961303462326
2014-07-31,46.152749490835035
2014-08-01,45.78313253012048
2014-08-02,36.16867469879518
2014-08-03,33.87951807228915
2014-08-04,41.662650602409634
2014-08-05,40.28915662650602
2014-08-06,44.86746987951807
2014-08-07,36.626506024096386
2014-08-08,44.40963855421686
2014-08-09,39.373493975903614
2014-08-10,28.843373493975903
2014-08-11,45.325301204819276
2014-08-12,35.25301204819277
2014-08-13,32.50602409638554
2014-08-14,36.626506024096386
2014-08-15,40.74698795180723
2014-08-16,38.0
2014-08-17,29.75903614457831
2014-08-18,37.54216867469879
2014-08-19,35.25301204819277
2014-08-20,37.084337349397586
2014-08-21,44.40963855421686
2014-08-22,40.28915662650602
2014-08-23,42.12048192771084
2014-08-24,33.42168674698795
2014-08-25,34.795180722891565
2014-08-26,40.74698795180723
2014-08-27,38.0
2014-08-28,38.4578313253012
2014-08-29,37.54216867469879
2014-08-30,35.25301204819277
2014-08-31,32.963855421686745
2014-09-01,33.241895261845386
2014-09-02,45.03740648379053
2014-09-03,42.356608478803
2014-09-04,36.45885286783042
2014-09-05,41.28428927680798
2014-09-06,35.92269326683292
2014-09-07,28.41645885286783
2014-09-08,40.748129675810475
2014-09-09,35.386533665835415
2014-09-10,43.96508728179551
2014-09-11,41.28428927680798
2014-09-12,52.00748129675811
2014-09-13,39.67581047381546
2014-09-14,37.53117206982544
2014-09-15,41.28428927680798
2014-09-16,40.748129675810475
2014-09-17,41.82044887780549
2014-09-18,46.64588528678304
2014-09-19,48.79052369077307
2014-09-20,43.96508728179551
2014-09-21,45.03740648379053
2014-09-22,52.00748129675811
2014-09-23,53.61596009975062
2014-09-24,53.61596009975062
2014-09-25,52.543640897755616
2014-09-26,49.32668329177058
2014-09-27,41.28428927680798
2014-09-28,39.13965087281796
2014-09-29,39.67581047381546
2014-09-30,47.18204488778055
2014-10-01,44.007393715341955
2014-10-02,46.07024029574861
2014-10-03,51.571164510166355
2014-10-04,46.07024029574861
2014-10-05,44.007393715341955
2014-10-06,46.75785582255083
2014-10-07,49.5083179297597
2014-10-08,46.75785582255083
2014-10-09,54.32162661737522
2014-10-10,55.69685767097966
2014-10-11,44.007393715341955
2014-10-12,34.380776340110906
2014-10-13,49.5083179297597
2014-10-14,50.19593345656192
2014-10-15,58.447319778188536
2014-10-16,54.32162661737522
2014-10-17,47.44547134935304
2014-10-18,51.571164510166355
2014-10-19,39.88170055452865
2014-10-20,51.571164510166355
2014-10-21,48.13308687615526
2014-10-22,46.75785582255083
2014-10-23,44.007393715341955
2014-10-24,46.75785582255083
2014-10-25,46.07024029574861
2014-10-26,36.443622920517555
2014-10-27,46.07024029574861
2014-10-28,38.50646950092421
2014-10-29,44.695009242144174
2014-10-30,55.69685767097966
2014-10-31,68.76155268022181
2014-11-01,63.062050359712224
2014-11-02,45.256294964028775
2014-11-03,66.0296762589928
2014-11-04,60.836330935251794
2014-11-05,68.99730215827337
2014-11-06,74.19064748201438
2014-11-07,69.73920863309353
2014-11-08,61.578237410071935
2014-11-09,49.707733812949634
2014-11-10,58.610611510791365
2014-11-11,61.578237410071935
2014-11-12,59.352517985611506
2014-11-13,52.67535971223021
2014-11-14,52.67535971223021
2014-11-15,56.38489208633093
2014-11-16,40.06294964028777
2014-11-17,54.1591726618705
2014-11-18,58.610611510791365
2014-11-19,52.67535971223021
2014-11-20,46.740107913669064
2014-11-21,57.86870503597122
2014-11-22,48.223920863309345
2014-11-23,38.57913669064748
2014-11-24,48.96582733812949
2014-11-25,46.740107913669064
2014-11-26,51.93345323741007
2014-11-27,38.57913669064748
2014-11-28,53.41726618705036
2014-11-29,60.09442446043165
2014-11-30,52.67535971223021
2014-12-01,72.1575649059982
2014-12-02,57.72605192479857
2014-12-03,47.623992837958816
2014-12-04,49.78871978513876
2014-12-05,44.01611459265891
2014-12-06,52.67502238137869
2014-12-07,45.45926589077887
2014-12-08,58.44762757385855
2014-12-09,51.95344673231871
2014-12-10,51.231871083258724
2014-12-11,49.78871978513876
2014-12-12,46.18084153983885
2014-12-13,51.231871083258724
2014-12-14,42.572963294538944
2014-12-15,54.83974932855864
2014-12-16,60.61235452103849
2014-12-17,51.95344673231871
2014-12-18,58.44762757385855
2014-12-19,49.06714413607878
2014-12-20,51.231871083258724
2014-12-21,39.686660698299015
2014-12-22,52.67502238137869
2014-12-23,58.44762757385855
2014-12-24,51.231871083258724
2014-12-25,47.623992837958816
2014-12-26,59.169203222918526
2014-12-27,51.231871083258724
2014-12-28,41.12981199641898
2014-12-29,50.510295434198746
2014-12-30,59.169203222918526
2014-12-31,54.11817367949865
2015-01-01,49.96257309941521
2015-01-02,56.36803118908382
2015-01-03,51.243664717348935
2015-01-04,42.27602339181287
2015-01-05,55.086939571150104
2015-01-06,56.36803118908382
2015-01-07,51.88421052631579
2015-01-08,50.60311890838207
2015-01-09,49.96257309941521
2015-01-10,49.96257309941521
2015-01-11,42.27602339181287
2015-01-12,47.40038986354776
2015-01-13,50.60311890838207
2015-01-14,51.88421052631579
2015-01-15,59.57076023391813
2015-01-16,61.49239766081872
2015-01-17,49.96257309941521
2015-01-18,46.7598440545809
2015-01-19,48.04093567251462
2015-01-20,64.05458089668616
2015-01-21,60.851851851851855
2015-01-22,58.28966861598441
2015-01-23,60.851851851851855
2015-01-24,55.086939571150104
2015-01-25,44.19766081871345
2015-01-26,55.086939571150104
2015-01-27,53.165302144249516
2015-01-28,53.165302144249516
2015-01-29,57.64912280701755
2015-01-30,57.64912280701755
2015-01-31,51.243664717348935
2015-02-01,46.09019607843137
2015-02-02,43.56470588235294
2015-02-03,45.45882352941176
2015-02-04,47.35294117647059
2015-02-05,44.19607843137255
2015-02-06,46.72156862745098
2015-02-07,48.615686274509805
2015-02-08,35.35686274509804
2015-02-09,43.56470588235294
2015-02-10,44.82745098039216
2015-02-11,47.984313725490196
2015-02-12,47.984313725490196
2015-02-13,46.09019607843137
2015-02-14,47.35294117647059
2015-02-15,37.88235294117647
2015-02-16,41.03921568627451
2015-02-17,44.82745098039216
2015-02-18,51.141176470588235
2015-02-19,45.45882352941176
2015-02-20,43.56470588235294
2015-02-21,41.03921568627451
2015-02-22,37.25098039215686
2015-02-23,47.35294117647059
2015-02-24,46.72156862745098
2015-02-25,49.24705882352941
2015-02-26,45.45882352941176
2015-02-27,63.13725490196078
2015-02-28,58.71764705882353
2015-03-01,49.7668795620438
2015-03-02,51.20939781021898
2015-03-03,46.88184306569343
2015-03-04,46.88184306569343
2015-03-05,43.27554744525548
2015-03-06,55.53695255474453
2015-03-07,72.12591240875913
2015-03-08,45.439324817518255
2015-03-09,51.930656934306576
2015-03-10,55.53695255474453
2015-03-11,57.7007299270073
2015-03-12,49.7668795620438
2015-03-13,61.307025547445264
2015-03-14,52.651916058394164
2015-03-15,43.27554744525548
2015-03-16,56.979470802919714
2015-03-17,55.53695255474453
2015-03-18,52.651916058394164
2015-03-19,53.37317518248176
2015-03-20,49.7668795620438
2015-03-21,46.88184306569343
2015-03-22,43.27554744525548
2015-03-23,51.20939781021898
2015-03-24,53.37317518248176
2015-03-25,43.99680656934307
2015-03-26,48.324361313868614
2015-03-27,46.88184306569343
2015-03-28,43.99680656934307
2015-03-29,43.27554744525548
2015-03-30,49.7668795620438
2015-03-31,58.4219890510949
2015-04-01,50.23996852871754
2015-04-02,44.15027537372148
2015-04-03,48.71754523996853
2015-04-04,49.22501966955153
2015-04-05,34.508261211644374
2015-04-06,44.65774980330448
2015-04-07,44.15027537372148
2015-04-08,42.62785208497246
2015-04-09,41.10542879622344
2015-04-10,44.65774980330448
2015-04-11,37.0456333595594
2015-04-12,36.03068450039339
2015-04-13,39.583005507474425
2015-04-14,35.523210070810386
2015-04-15,42.62785208497246
2015-04-16,41.10542879622344
2015-04-17,42.120377655389454
2015-04-18,38.06058221872541
2015-04-19,35.01573564122738
2015-04-20,42.120377655389454
2015-04-21,44.65774980330448
2015-04-22,43.135326514555466
2015-04-23,40.09047993705743
2015-04-24,49.22501966955153
2015-04-25,44.15027537372148
2015-04-26,42.62785208497246
2015-04-27,46.1801730920535
2015-04-28,46.1801730920535
2015-04-29,50.747442958300546
2015-04-30,49.732494099134534
2015-05-01,41.891891891891895
2015-05-02,44.21921921921922
2015-05-03,35.84084084084084
2015-05-04,38.168168168168165
2015-05-05,43.753753753753756
2015-05-06,46.546546546546544
2015-05-07,36.771771771771775
2015-05-08,39.56456456456456
2015-05-09,38.633633633633636
2015-05-10,35.84084084084084
2015-05-11,39.0990990990991
2015-05-12,39.0990990990991
2015-05-13,42.82282282282282
2015-05-14,46.546546546546544
2015-05-15,42.82282282282282
2015-05-16,40.96096096096096
2015-05-17,39.56456456456456
2015-05-18,37.7027027027027
2015-05-19,40.96096096096096
2015-05-20,40.96096096096096
2015-05-21,37.7027027027027
2015-05-22,45.61561561561562
2015-05-23,28.85885885885886
2015-05-24,33.97897897897898
2015-05-25,35.37537537537538
2015-05-26,44.21921921921922
2015-05-27,40.030030030030034
2015-05-28,44.68468468468468
2015-05-29,40.96096096096096
2015-05-30,39.0990990990991
2015-05-31,37.7027027027027
2015-06-01,40.64965197215778
2015-06-02,36.19489559164734
2015-06-03,37.865429234338755
2015-06-04,38.42227378190256
2015-06-05,42.320185614849194
2015-06-06,33.41067285382831
2015-06-07,37.30858468677495
2015-06-08,41.76334106728539
2015-06-09,37.865429234338755
2015-06-10,32.2969837587007
2015-06-11,40.64965197215778
2015-06-12,40.09280742459397
2015-06-13,36.751740139211144
2015-06-14,37.865429234338755
2015-06-15,35.08120649651973
2015-06-16,40.64965197215778
2015-06-17,37.30858468677495
2015-06-18,42.877030162413
2015-06-19,41.20649651972158
2015-06-20,39.535962877030165
2015-06-21,34.52436194895592
2015-06-22,37.865429234338755
2015-06-23,42.877030162413
2015-06-24,41.20649651972158
2015-06-25,42.320185614849194
2015-06-26,47.33178654292344
2015-06-27,36.19489559164734
2015-06-28,44.54756380510442
2015-06-29,55.68445475638052
2015-06-30,47.33178654292344
2015-07-01,52.961275626423685
2015-07-02,44.4874715261959
2015-07-03,49.783599088838265
2015-07-04,34.95444191343963
2015-07-05,36.01366742596811
2015-07-06,48.724373576309794
2015-07-07,61.43507972665148
2015-07-08,65.67198177676538
2015-07-09,50.84282460136674
2015-07-10,51.902050113895214
2015-07-11,43.428246013667426
2015-07-12,32.83599088838269
2015-07-13,49.783599088838265
2015-07-14,46.605922551252846
2015-07-15,46.605922551252846
2015-07-16,50.84282460136674
2015-07-17,52.961275626423685
2015-07-18,55.079726651480634
2015-07-19,41.30979498861048
2015-07-20,104.8633257403189
2015-07-21,105.92255125284737
2015-07-22,88.9749430523918
