Date,Silver
2013-08-04,48.159923845787716
2013-08-05,62.20656830080913
2013-08-06,70.23322227510708
2013-08-07,69.22989052831984
2013-08-08,57.189909566872906
2013-08-09,58.19324131366015
2013-08-10,48.159923845787716
2013-08-11,40.13326987148976
2013-08-12,67.22322703474535
2013-08-13,66.21989528795811
2013-08-14,74.24654926225605
2013-08-15,82.27320323655401
2013-08-16,87.28986197049024
2013-08-17,64.21323179438362
2013-08-18,51.16991908614944
2013-08-19,77.25654450261779
2013-08-20,67.22322703474535
2013-08-21,82.27320323655401
2013-08-22,69.22989052831984
2013-08-23,79.26320799619228
2013-08-24,66.21989528795811
2013-08-25,61.203236554021885
2013-08-26,65.21656354117086
2013-08-27,82.27320323655401
2013-08-28,100.3331746787244
2013-08-29,85.28319847691574
2013-08-30,70.23322227510708
2013-08-31,65.21656354117086
2013-09-01,39.486333647502356
2013-09-02,58.02073515551366
2013-09-03,80.58435438265786
2013-09-04,66.88501413760602
2013-09-05,62.85579641847313
2013-09-06,58.02073515551366
2013-09-07,48.35061262959472
2013-09-08,42.70970782280867
2013-09-09,61.244109330819974
2013-09-10,62.85579641847313
2013-09-11,58.02073515551366
2013-09-12,67.6908576814326
2013-09-13,62.04995287464656
2013-09-14,54.797360980207344
2013-09-15,40.29217719132893
2013-09-16,58.82657869934024
2013-09-17,58.02073515551366
2013-09-18,62.04995287464656
2013-09-19,74.94344957587181
2013-09-20,68.49670122525919
2013-09-21,42.70970782280867
2013-09-22,44.32139491046183
2013-09-23,56.4090480678605
2013-09-24,55.60320452403393
2013-09-25,59.63242224316682
2013-09-26,64.46748350612629
2013-09-27,55.60320452403393
2013-09-28,52.37983034872761
2013-09-29,40.29217719132893
2013-09-30,52.37983034872761
2013-10-01,69.98323301805675
2013-10-02,67.62424763542562
2013-10-03,72.34221840068787
2013-10-04,78.63284608770421
2013-10-05,51.89767841788478
2013-10-06,47.96603611349957
2013-10-07,59.7609630266552
2013-10-08,69.1969045571797
2013-10-09,66.83791917454857
2013-10-10,64.47893379191746
2013-10-11,61.333619948409286
2013-10-12,55.82932072226999
2013-10-13,38.53009458297506
2013-10-14,68.41057609630266
2013-10-15,62.90627687016337
2013-10-16,76.27386070507309
2013-10-17,68.41057609630266
2013-10-18,64.47893379191746
2013-10-19,49.53869303525365
2013-10-20,48.752364574376614
2013-10-21,57.40197764402407
2013-10-22,58.188306104901116
2013-10-23,62.11994840928633
2013-10-24,56.615649183147035
2013-10-25,53.470335339638865
2013-10-26,47.179707652622525
2013-10-27,36.95743766122098
2013-10-28,55.042992261392946
2013-10-29,51.11134995700774
2013-10-30,56.615649183147035
2013-10-31,51.11134995700774
2013-11-01,55.327257663628835
2013-11-02,45.447390223695116
2013-11-03,43.471416735708374
2013-11-04,50.716652858326434
2013-11-05,52.03396851698426
2013-11-06,54.00994200497101
2013-11-07,55.327257663628835
2013-11-08,54.66859983429992
2013-11-09,49.3993371996686
2013-11-10,48.082021541010775
2013-11-11,54.00994200497101
2013-11-12,54.66859983429992
2013-11-13,59.27920463960233
2013-11-14,57.961888980944494
2013-11-15,55.98591549295775
2013-11-16,48.082021541010775
2013-11-17,38.860811930405966
2013-11-18,52.692626346313176
2013-11-19,61.25517812758907
2013-11-20,65.86578293289148
2013-11-21,64.54846727423364
2013-11-22,59.937862468931236
2013-11-23,52.03396851698426
2013-11-24,45.447390223695116
2013-11-25,59.27920463960233
2013-11-26,53.35128417564209
2013-11-27,51.37531068765534
2013-11-28,43.471416735708374
2013-11-29,57.961888980944494
2013-11-30,45.447390223695116
2013-12-01,36.88374851720047
2013-12-02,57.856860419137995
2013-12-03,56.41043890865954
2013-12-04,65.08896797153025
2013-12-05,63.64254646105179
2013-12-06,62.19612495057335
2013-12-07,54.9640173981811
2013-12-08,49.1783313562673
2013-12-09,54.24080664294187
2013-12-10,59.303281929616446
2013-12-11,63.64254646105179
2013-12-12,65.81217872676947
2013-12-13,62.19612495057335
2013-12-14,57.856860419137995
2013-12-15,51.347963621984974
2013-12-16,56.41043890865954
2013-12-17,57.856860419137995
2013-12-18,67.98181099248714
2013-12-19,67.98181099248714
2013-12-20,62.19612495057335
2013-12-21,58.580071174377224
2013-12-22,49.1783313562673
2013-12-23,60.7497034400949
2013-12-24,52.794385132463425
2013-12-25,56.41043890865954
2013-12-26,65.08896797153025
2013-12-27,72.3210755239225
2013-12-28,57.13364966389877
2013-12-29,54.9640173981811
2013-12-30,62.91933570581257
2013-12-31,65.81217872676947
2014-01-01,51.44520824909017
2014-01-02,67.69106348564496
2014-01-03,60.24504650222402
2014-01-04,52.12211888394662
2014-01-05,39.93772745653053
2014-01-06,49.41447634452082
2014-01-07,62.95268904164982
2014-01-08,52.799029518803074
2014-01-09,54.829761423372425
2014-01-10,53.47594015365952
2014-01-11,50.091386979377276
2014-01-12,36.55317428224828
2014-01-13,47.38374443995148
2014-01-14,54.829761423372425
2014-01-15,51.44520824909017
2014-01-16,55.50667205822887
2014-01-17,58.21431459765467
2014-01-18,50.091386979377276
2014-01-19,55.50667205822887
2014-01-20,43.999191265669225
2014-01-21,60.24504650222402
2014-01-22,55.50667205822887
2014-01-23,54.829761423372425
2014-01-24,60.92195713708047
2014-01-25,59.568135867367566
2014-01-26,48.060655074807926
2014-01-27,58.21431459765467
2014-01-28,52.799029518803074
2014-01-29,57.53740396279822
2014-01-30,53.47594015365952
2014-01-31,64.30651031136271
2014-02-01,51.91888466413181
2014-02-02,44.5019011406844
2014-02-03,55.29024081115335
2014-02-04,66.0785804816223
2014-02-05,50.570342205323186
2014-02-06,49.89607097591888
2014-02-07,60.01013941698351
2014-02-08,47.873257287705954
2014-02-09,41.80481622306717
2014-02-10,54.61596958174904
2014-02-11,56.63878326996197
2014-02-12,52.593155893536114
2014-02-13,59.33586818757921
2014-02-14,66.0785804816223
2014-02-15,57.987325728770585
2014-02-16,50.570342205323186
2014-02-17,60.01013941698351
2014-02-18,58.6615969581749
2014-02-19,64.05576679340938
2014-02-20,55.29024081115335
2014-02-21,61.358681875792136
2014-02-22,53.267427122940425
2014-02-23,59.33586818757921
2014-02-24,57.31305449936628
2014-02-25,63.381495564005064
2014-02-26,65.40430925221798
2014-02-27,64.73003802281369
2014-02-28,67.42712294043092
2014-03-01,49.27354997943233
2014-03-02,48.55944055944056
2014-03-03,57.128753599341835
2014-03-04,67.12628547922665
2014-03-05,55.700534759358284
2014-03-06,62.12751953928424
2014-03-07,59.98519127930892
2014-03-08,45.703002879473466
2014-03-09,44.27478403948992
2014-03-10,52.129987659399426
2014-03-11,59.27108185931715
2014-03-12,62.841628959276015
2014-03-13,54.98642533936651
2014-03-14,57.842863019333606
2014-03-15,50.701768819415875
2014-03-16,44.988893459481694
2014-03-17,53.55820649938297
2014-03-18,55.700534759358284
2014-03-19,54.98642533936651
2014-03-20,71.4109419991773
2014-03-21,62.12751953928424
2014-03-22,49.27354997943233
2014-03-23,47.13122171945701
2014-03-24,57.128753599341835
2014-03-25,62.841628959276015
2014-03-26,61.41341011929247
2014-03-27,65.69806663924311
2014-03-28,63.55573837926779
2014-03-29,47.13122171945701
2014-03-30,50.701768819415875
2014-03-31,60.6993006993007
2014-04-01,45.57692307692307
2014-04-02,44.42307692307692
2014-04-03,53.07692307692307
2014-04-04,49.03846153846153
2014-04-05,43.26923076923077
2014-04-06,38.07692307692307
2014-04-07,45.57692307692307
2014-04-08,47.30769230769231
2014-04-09,49.61538461538461
2014-04-10,50.76923076923077
2014-04-11,45.57692307692307
2014-04-12,38.65384615384615
2014-04-13,34.03846153846153
2014-04-14,47.30769230769231
2014-04-15,57.11538461538461
2014-04-16,57.692307692307686
2014-04-17,47.30769230769231
2014-04-18,50.76923076923077
2014-04-19,43.84615384615384
2014-04-20,41.53846153846153
2014-04-21,46.730769230769226
2014-04-22,49.61538461538461
2014-04-23,53.07692307692307
2014-04-24,51.34615384615384
2014-04-25,47.88461538461538
2014-04-26,42.11538461538461
2014-04-27,39.80769230769231
2014-04-28,46.153846153846146
2014-04-29,47.30769230769231
2014-04-30,55.38461538461538
2014-05-01,46.05860503508048
2014-05-02,51.17622781675609
2014-05-03,39.91745769706975
2014-05-04,33.77631035905902
2014-05-05,44.01155592241024
2014-05-06,45.035080478745364
2014-05-07,41.964506809739994
2014-05-08,39.91745769706975
2014-05-09,37.35864630623195
2014-05-10,34.288072637226584
2014-05-11,39.40569541890219
2014-05-12,44.01155592241024
2014-05-13,40.42921997523732
2014-05-14,39.91745769706975
2014-05-15,38.89393314073463
2014-05-16,36.33512174989683
2014-05-17,43.49979364424268
2014-05-18,31.217498968221218
2014-05-19,44.01155592241024
2014-05-20,36.84688402806439
2014-05-21,34.288072637226584
2014-05-22,33.77631035905902
2014-05-23,35.3115971935617
2014-05-24,37.35864630623195
2014-05-25,31.217498968221218
2014-05-26,36.84688402806439
2014-05-27,41.964506809739994
2014-05-28,49.129178704085845
2014-05-29,48.10565414775073
2014-05-30,45.54684275691292
2014-05-31,38.38217086256707
2014-06-01,33.731635651322236
2014-06-02,40.959843290891286
2014-06-03,49.39275220372184
2014-06-04,45.17629774730656
2014-06-05,40.959843290891286
2014-06-06,36.14103819784525
2014-06-07,40.959843290891286
2014-06-08,31.322233104799217
2014-06-09,37.948090107737514
2014-06-10,42.766895200783544
2014-06-11,34.33398628795299
2014-06-12,39.75514201762977
2014-06-13,38.55044074436827
2014-06-14,32.52693437806072
2014-06-15,30.117531831537708
2014-06-16,37.34573947110676
2014-06-17,42.16454456415279
2014-06-18,43.97159647404506
2014-06-19,51.80215475024486
2014-06-20,60.235063663075415
2014-06-21,38.55044074436827
2014-06-22,33.731635651322236
2014-06-23,47.58570029382958
2014-06-24,51.19980411361411
2014-06-25,43.3692458374143
2014-06-26,45.17629774730656
2014-06-27,44.57394711067581
2014-06-28,38.55044074436827
2014-06-29,31.322233104799217
2014-06-30,45.778648383937316
2014-07-01,40.53294797687862
2014-07-02,45.19190751445087
2014-07-03,36.339884393063585
2014-07-04,30.283236994219656
2014-07-05,31.680924855491334
2014-07-06,34.47630057803469
2014-07-07,34.01040462427746
2014-07-08,43.7942196531792
2014-07-09,42.862427745664746
2014-07-10,42.862427745664746
2014-07-11,42.39653179190752
2014-07-12,39.601156069364166
2014-07-13,34.47630057803469
2014-07-14,46.589595375722546
2014-07-15,44.260115606936424
2014-07-16,37.27167630057804
2014-07-17,40.06705202312139
2014-07-18,42.862427745664746
2014-07-19,34.94219653179191
2014-07-20,33.54450867052024
2014-07-21,36.339884393063585
2014-07-22,42.862427745664746
2014-07-23,38.20346820809249
2014-07-24,40.99884393063584
2014-07-25,38.20346820809249
2014-07-26,37.73757225433526
2014-07-27,30.283236994219656
2014-07-28,36.339884393063585
2014-07-29,42.39653179190752
2014-07-30,41.46473988439307
2014-07-31,46.12369942196532
2014-08-01,47.5298126064736
2014-08-02,32.79557069846678
2014-08-03,32.79557069846678
2014-08-04,39.92504258943782
2014-08-05,37.54855195911414
2014-08-06,39.92504258943782
2014-08-07,33.27086882453152
2014-08-08,39.44974446337309
2014-08-09,35.17206132879046
2014-08-10,35.6473594548552
2014-08-11,41.35093696763203
2014-08-12,35.17206132879046
2014-08-13,30.419080068143103
2014-08-14,42.77683134582624
2014-08-15,41.35093696763203
2014-08-16,33.746166950596255
2014-08-17,33.746166950596255
2014-08-18,43.252129471890974
2014-08-19,37.07325383304941
2014-08-20,33.746166950596255
2014-08-21,40.40034071550256
2014-08-22,36.59795570698467
2014-08-23,28.51788756388416
2014-08-24,23.7649063032368
2014-08-25,37.07325383304941
2014-08-26,40.40034071550256
2014-08-27,33.746166950596255
2014-08-28,34.22146507666099
2014-08-29,33.746166950596255
2014-08-30,35.6473594548552
2014-08-31,25.190800681431007
2014-09-01,42.129417163836614
2014-09-02,45.22716842588343
2014-09-03,41.50986691142725
2014-09-04,37.792565396971085
2014-09-05,49.56402019274896
2014-09-06,35.933914639742994
2014-09-07,26.640660853602565
2014-09-08,37.173015144561724
2014-09-09,39.03166590178981
2014-09-10,38.412115649380446
2014-09-11,42.74896741624598
2014-09-12,50.183570445158324
2014-09-13,37.792565396971085
2014-09-14,34.07526388251491
2014-09-15,35.933914639742994
2014-09-16,42.129417163836614
2014-09-17,47.08581918311151
2014-09-18,45.84671867829279
2014-09-19,57.618173474070666
2014-09-20,57.618173474070666
2014-09-21,38.412115649380446
2014-09-22,52.04222120238641
2014-09-23,61.9550252409362
2014-09-24,56.37907296925194
2014-09-25,53.9008719596145
2014-09-26,50.803120697567685
2014-09-27,50.803120697567685
2014-09-28,34.07526388251491
2014-09-29,48.32491968793024
2014-09-30,58.85727397888939
2014-10-01,65.09521358723623
2014-10-02,58.585692228512606
2014-10-03,60.21307256819351
2014-10-04,48.82141019042717
2014-10-05,39.87081832218219
2014-10-06,59.399382398353055
2014-10-07,54.51724137931034
2014-10-08,53.703551209469886
2014-10-09,57.77200205867215
2014-10-10,53.703551209469886
2014-10-11,44.75295934122491
2014-10-12,39.87081832218219
2014-10-13,52.88986103962944
2014-10-14,53.703551209469886
2014-10-15,62.65414307771487
2014-10-16,59.399382398353055
2014-10-17,52.88986103962944
2014-10-18,34.17498713329902
2014-10-19,36.61605764282038
2014-10-20,42.31188883170355
2014-10-21,53.703551209469886
2014-10-22,54.51724137931034
2014-10-23,43.93926917138445
2014-10-24,42.31188883170355
2014-10-25,35.802367472979924
2014-10-26,40.684508492022644
2014-10-27,46.38033968090581
2014-10-28,47.19402985074626
2014-10-29,39.87081832218219
2014-10-30,64.28152341739577
2014-10-31,81.36901698404529
2014-11-01,71.71896955503512
2014-11-02,47.26932084309133
2014-11-03,61.12412177985948
2014-11-04,73.34894613583137
2014-11-05,75.79391100702576
2014-11-06,81.49882903981263
2014-11-07,74.97892271662762
2014-11-08,58.6791569086651
2014-11-09,51.34426229508196
2014-11-10,68.45901639344261
2014-11-11,75.79391100702576
2014-11-12,68.45901639344261
2014-11-13,54.60421545667447
2014-11-14,55.419203747072594
2014-11-15,51.34426229508196
2014-11-16,41.56440281030444
2014-11-17,57.04918032786885
2014-11-18,61.939110070257605
2014-11-19,55.419203747072594
2014-11-20,52.974238875878214
2014-11-21,61.12412177985948
2014-11-22,46.4543325526932
2014-11-23,35.85948477751756
2014-11-24,52.15925058548009
2014-11-25,55.419203747072594
2014-11-26,52.974238875878214
2014-11-27,44.82435597189695
2014-11-28,58.6791569086651
2014-11-29,48.084309133489455
2014-11-30,45.639344262295076
2014-12-01,74.66777408637874
2014-12-02,60.48089700996678
2014-12-03,56.00083056478406
2014-12-04,56.74750830564785
2014-12-05,51.52076411960134
2014-12-06,47.04069767441861
2014-12-07,38.82724252491695
2014-12-08,54.507475083056484
2014-12-09,53.01411960132891
2014-12-10,57.494186046511636
2014-12-11,57.494186046511636
2014-12-12,55.25415282392027
2014-12-13,53.760797342192696
2014-12-14,49.280730897009974
2014-12-15,59.734219269102994
2014-12-16,65.7076411960133
2014-12-17,64.21428571428572
2014-12-18,73.17441860465117
2014-12-19,57.494186046511636
2014-12-20,47.7873754152824
2014-12-21,50.77408637873755
2014-12-22,60.48089700996678
2014-12-23,67.20099667774087
2014-12-24,64.21428571428572
2014-12-25,64.21428571428572
2014-12-26,64.96096345514951
2014-12-27,61.97425249169436
2014-12-28,46.29401993355482
2014-12-29,58.98754152823921
2014-12-30,62.720930232558146
2014-12-31,61.97425249169436
2015-01-01,55.43804606830819
2015-01-02,60.35027799841145
2015-01-03,54.73629864972201
2015-01-04,44.210087370929315
2015-01-05,62.45552025416998
2015-01-06,61.7537728355838
2015-01-07,70.17474185861796
2015-01-08,49.824066719618756
2015-01-09,61.05202541699763
2015-01-10,58.94678316123909
2015-01-11,39.999602859412235
2015-01-12,51.22756155679111
2015-01-13,56.13979348689437
2015-01-14,54.03455123113583
2015-01-15,56.13979348689437
2015-01-16,59.64853057982527
2015-01-17,55.43804606830819
2015-01-18,48.420571882446396
2015-01-19,53.33280381254965
2015-01-20,58.24503574265291
2015-01-21,65.2625099285147
2015-01-22,68.7712470214456
2015-01-23,62.45552025416998
2015-01-24,55.43804606830819
2015-01-25,53.33280381254965
2015-01-26,55.43804606830819
2015-01-27,58.94678316123909
2015-01-28,58.94678316123909
2015-01-29,63.15726767275616
2015-01-30,56.84154090548055
2015-01-31,56.84154090548055
2015-02-01,41.001251564455565
2015-02-02,39.94993742177722
2015-02-03,50.4630788485607
2015-02-04,48.88610763454318
2015-02-05,46.25782227784731
2015-02-06,43.103879849812266
2015-02-07,47.309136420525654
2015-02-08,37.32165206508135
2015-02-09,40.4755944931164
2015-02-10,45.732165206508135
2015-02-11,50.988735919899874
2015-02-12,47.83479349186483
2015-02-13,50.4630788485607
2015-02-14,46.78347934918648
2015-02-15,34.16770963704631
2015-02-16,45.20650813516896
2015-02-17,46.25782227784731
2015-02-18,44.15519399249061
2015-02-19,48.88610763454318
2015-02-20,48.88610763454318
2015-02-21,52.56570713391739
2015-02-22,36.270337922403
2015-02-23,45.732165206508135
2015-02-24,46.78347934918648
2015-02-25,40.4755944931164
2015-02-26,45.732165206508135
2015-02-27,42.57822277847309
2015-02-28,45.732165206508135
2015-03-01,39.749128919860624
2015-03-02,44.35772357723577
2015-03-03,49.5423925667828
2015-03-04,46.08594657375144
2015-03-05,46.08594657375144
2015-03-06,53.57491289198606
2015-03-07,55.87921022067363
2015-03-08,39.17305458768873
2015-03-09,48.39024390243902
2015-03-10,49.5423925667828
2015-03-11,53.57491289198606
2015-03-12,51.270615563298485
2015-03-13,53.57491289198606
2015-03-14,57.03135888501741
2015-03-15,34.56445993031358
2015-03-16,49.5423925667828
2015-03-17,56.45528455284552
2015-03-18,57.60743321718931
2015-03-19,44.35772357723577
2015-03-20,52.42276422764227
2015-03-21,46.08594657375144
2015-03-22,43.20557491289198
2015-03-23,50.1184668989547
2015-03-24,52.42276422764227
2015-03-25,44.35772357723577
2015-03-26,47.238095238095234
2015-03-27,45.50987224157955
2015-03-28,42.05342624854819
2015-03-29,39.749128919860624
2015-03-30,50.1184668989547
2015-03-31,44.35772357723577
2015-04-01,49.32182490752158
2015-04-02,41.92355117139335
2015-04-03,43.403205918618994
2015-04-04,39.950678175092484
2015-04-05,37.4845869297164
2015-04-06,40.4438964241677
2015-04-07,37.97780517879162
2015-04-08,42.41676942046856
2015-04-09,43.89642416769421
2015-04-10,39.950678175092484
2015-04-11,32.552404438964246
2015-04-12,27.620221948212087
2015-04-13,36.99136868064119
2015-04-14,35.01849568434032
2015-04-15,36.004932182490755
2015-04-16,38.47102342786683
2015-04-17,40.4438964241677
2015-04-18,37.97780517879162
2015-04-19,37.97780517879162
2015-04-20,38.47102342786683
2015-04-21,38.96424167694205
2015-04-22,46.855733662145504
2015-04-23,39.950678175092484
2015-04-24,47.842170160295936
2015-04-25,42.909987669543774
2015-04-26,33.04562268803946
2015-04-27,41.92355117139335
2015-04-28,45.37607891491986
2015-04-29,41.92355117139335
2015-04-30,42.909987669543774
2015-05-01,40.74645030425963
2015-05-02,36.21906693711968
2015-05-03,30.18255578093306
2015-05-04,35.2129817444219
2015-05-05,39.740365111561864
2015-05-06,37.72819472616633
2015-05-07,39.740365111561864
2015-05-08,38.7342799188641
2015-05-09,39.23732251521298
2015-05-10,32.1947261663286
2015-05-11,37.225152129817445
2015-05-12,46.27991886409736
2015-05-13,44.77079107505071
2015-05-14,45.77687626774848
2015-05-15,48.79513184584179
2015-05-16,38.7342799188641
2015-05-17,32.1947261663286
2015-05-18,48.2920892494929
2015-05-19,50.30425963488844
2015-05-20,39.740365111561864
2015-05-21,39.23732251521298
2015-05-22,45.27383367139959
2015-05-23,36.21906693711968
2015-05-24,33.70385395537525
2015-05-25,35.716024340770794
2015-05-26,44.267748478701826
2015-05-27,38.23123732251521
2015-05-28,40.74645030425963
2015-05-29,41.249492900608516
2015-05-30,46.27991886409736
2015-05-31,37.225152129817445
2015-06-01,38.72040302267003
2015-06-02,38.72040302267003
2015-06-03,40.62468513853904
2015-06-04,40.62468513853904
2015-06-05,45.068010075566754
2015-06-06,45.068010075566754
2015-06-07,38.72040302267003
2015-06-08,44.433249370277075
2015-06-09,36.81612090680101
2015-06-10,35.54659949622166
2015-06-11,41.259445843828715
2015-06-12,43.16372795969773
2015-06-13,40.62468513853904
2015-06-14,37.45088161209068
2015-06-15,40.62468513853904
2015-06-16,43.7984886649874
2015-06-17,44.433249370277075
2015-06-18,39.3551637279597
2015-06-19,43.7984886649874
2015-06-20,37.45088161209068
2015-06-21,33.642317380352644
2015-06-22,36.18136020151133
2015-06-23,44.433249370277075
2015-06-24,36.81612090680101
2015-06-25,39.3551637279597
2015-06-26,46.3375314861461
2015-06-27,39.98992443324937
2015-06-28,49.51133501259446
2015-06-29,63.476070528967256
2015-06-30,53.95465994962217
2015-07-01,57.023411371237465
2015-07-02,67.3913043478261
2015-07-03,51.83946488294315
2015-07-04,50.54347826086957
2015-07-05,46.65551839464884
2015-07-06,60.9113712374582
2015-07-07,75.16722408026757
2015-07-08,110.15886287625419
2015-07-09,80.35117056856188
2015-07-10,75.16722408026757
2015-07-11,58.31939799331104
2015-07-12,50.54347826086957
2015-07-13,110.15886287625419
2015-07-14,116.63879598662209
2015-07-15,129.59866220735788
2015-07-16,82.94314381270904
2015-07-17,71.27926421404683
2015-07-18,64.79933110367894
2015-07-19,60.9113712374582
2015-07-20,94.60702341137124
2015-07-21,88.12709030100335
2015-07-22,88.12709030100335
2015-07-23,90.7190635451505
